Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
203,1740310123011,3228,3228,3228,3228,3228,3228,3228,3228,51.0224494934082,50.77653503417969,53.965362548828125,52.0880012512207,53.10684967041016,50.23712158203125,50.783634185791016,53.153350830078125,50.292476654052734,52.08393859863281,80.0,75.0,25.0,45.0,20.0,0.0,9.523809432983398,0.0,12.753599166870115,17179869184,15032385536,13721223168,13409845248
204,1740310123214,3228,3228,3228,3228,3228,3228,3228,3228,51.0224494934082,50.77653503417969,53.965362548828125,52.0880012512207,53.10684967041016,50.23712158203125,50.783634185791016,53.153350830078125,50.292476654052734,52.08393859863281,55.0,57.142860412597656,10.0,0.0,4.761904716491699,5.0,0.0,0.0,12.753599166870115,17179869184,15032385536,13715308544,13409845248
201,1740310123419,3228,3228,3228,3228,3228,3228,3228,3228,50.59758758544922,50.77653503417969,52.99171447753906,51.5026969909668,52.574485778808594,49.89751434326172,49.78776550292969,51.9819221496582,49.77486038208008,51.399261474609375,38.095237731933594,36.84210586547851,42.85714340209961,18.18181800842285,10.0,14.285715103149414,0.0,0.0,12.753599166870115,17179869184,15032385536,13708640256,13409845248
202,1740310123621,3228,3228,3228,3228,3228,3228,3228,3228,50.59758758544922,50.33940124511719,52.99171447753906,51.5026969909668,52.574485778808594,49.89751434326172,49.78776550292969,51.9819221496582,49.77486038208008,51.399261474609375,40.0,35.0,20.0,10.526315689086914,9.523809432983398,0.0,0.0,0.0,12.753599166870115,17179869184,15032385536,13718323200,13409845248
202,1740310123825,3228,3228,3228,3228,3228,3228,3228,3228,50.59758758544922,50.33940124511719,52.99171447753906,51.5026969909668,52.574485778808594,49.89751434326172,49.78776550292969,51.9819221496582,49.77486038208008,51.399261474609375,57.142860412597656,50.0,20.0,10.0,5.0,9.523809432983398,0.0,0.0,12.753599166870115,17179869184,15032385536,13703806976,13409845248
204,1740310124028,3228,3228,3228,3228,3228,3228,3228,3228,50.59758758544922,50.33940124511719,52.99171447753906,51.5026969909668,52.574485778808594,49.89751434326172,49.78776550292969,51.9819221496582,49.77486038208008,51.399261474609375,55.0,57.142860412597656,25.0,18.18181800842285,10.0,4.761904716491699,0.0,0.0,9.740723609924316,17179869184,15032385536,13711949824,13409845248
202,1740310124233,3228,3228,3228,3228,3228,3228,3228,3228,50.59758758544922,50.33940124511719,52.99171447753906,51.5026969909668,52.574485778808594,49.89751434326172,49.78776550292969,51.9819221496582,49.77486038208008,51.399261474609375,80.95238494873047,80.0,20.0,10.526315689086914,9.523809432983398,5.0,10.0,9.523809432983398,9.740723609924316,17179869184,15032385536,13708460032,13409845248
200,1740310124436,3228,3228,3228,3228,3228,3228,3228,3228,49.780181884765625,49.940895080566406,51.96573638916016,50.18587493896485,52.032936096191406,49.30485916137695,49.08119201660156,51.319976806640625,49.394832611083984,50.969017028808594,57.894737243652344,57.142860412597656,28.571430206298828,0.0,20.0,5.0,0.0,0.0,9.740723609924316,17179869184,15032385536,13720043520,13409845248
201,1740310124638,3228,3228,3228,3228,3228,3228,3228,3228,49.780181884765625,49.940895080566406,51.96573638916016,50.18587493896485,52.032936096191406,49.30485916137695,49.08119201660156,51.319976806640625,49.394832611083984,50.969017028808594,40.0,40.0,30.000001907348633,28.571430206298828,20.0,0.0,0.0,0.0,9.740723609924316,17179869184,15032385536,13701316608,13409845248
199,1740310124841,3228,3228,3228,3228,3228,3228,3228,3228,49.780181884765625,49.940895080566406,51.96573638916016,50.18587493896485,52.032936096191406,49.30485916137695,49.08119201660156,51.319976806640625,49.394832611083984,50.969017028808594,60.000003814697266,50.0,28.571430206298828,20.0,9.523809432983398,0.0,4.761904716491699,0.0,9.740723609924316,17179869184,15032385536,13713457152,13409845248
201,1740310125041,3228,3228,3228,3228,3228,3228,3228,3228,49.780181884765625,49.940895080566406,51.96573638916016,50.18587493896485,52.032936096191406,49.30485916137695,49.08119201660156,51.319976806640625,49.394832611083984,50.969017028808594,35.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,7.70365571975708,17179869184,15032385536,13693435904,13409845248
203,1740310125243,3228,3228,3228,3228,3228,3228,3228,3228,49.780181884765625,49.940895080566406,51.96573638916016,50.18587493896485,52.032936096191406,49.30485916137695,49.08119201660156,51.319976806640625,49.394832611083984,50.969017028808594,40.0,35.0,35.0,19.047618865966797,0.0,13.636363983154297,0.0,0.0,7.70365571975708,17179869184,15032385536,13702529024,13409845248
204,1740310125447,3228,3228,3228,3228,3228,3228,3228,3228,49.54888153076172,49.6131591796875,52.218162536621094,50.36228561401367,51.76164245605469,49.28300476074219,48.990203857421875,51.349239349365234,48.949974060058594,50.612213134765625,45.0,45.0,15.000000953674316,5.0,4.761904716491699,5.0,0.0,9.523809432983398,7.70365571975708,17179869184,15032385536,13674348544,13409845248
204,1740310125652,3228,3228,3228,3228,3228,3228,3228,3228,49.54888153076172,49.6131591796875,52.218162536621094,50.36228561401367,51.76164245605469,49.28300476074219,48.990203857421875,51.349239349365234,48.949974060058594,50.612213134765625,80.95238494873047,80.0,25.0,9.523809432983398,0.0,0.0,0.0,0.0,7.70365571975708,17179869184,15032385536,13634650112,13409845248
204,1740310125857,3228,3228,3228,3228,3228,3228,3228,3228,49.54888153076172,49.6131591796875,52.218162536621094,50.36228561401367,51.76164245605469,49.28300476074219,48.990203857421875,51.349239349365234,48.949974060058594,50.612213134765625,50.0,47.619049072265625,28.571430206298828,20.0,9.523809432983398,14.285715103149414,9.523809432983398,4.761904716491699,7.70365571975708,17179869184,15032385536,13651836928,13409845248
200,1740310126062,3228,3228,3228,3228,3228,3228,3228,3228,49.54888153076172,49.6131591796875,52.218162536621094,50.36228561401367,51.76164245605469,49.28300476074219,48.990203857421875,51.349239349365234,48.949974060058594,50.612213134765625,66.66667175292969,65.0,63.15789031982422,52.38095474243164,45.0,45.0,40.0,38.095237731933594,7.094860553741455,17179869184,15032385536,13680181248,13409845248
204,1740310126263,3228,3228,3228,3228,3228,3228,3228,3228,49.54888153076172,49.6131591796875,52.218162536621094,50.36228561401367,51.76164245605469,49.28300476074219,48.990203857421875,51.349239349365234,48.949974060058594,50.612213134765625,73.68421173095703,70.0,13.636363983154297,0.0,9.523809432983398,5.0,0.0,0.0,7.094860553741455,17179869184,15032385536,13687619584,13409845248
202,1740310126468,3228,3228,3228,3228,3228,3228,3228,3228,50.08177947998047,50.12299346923828,52.609886169433594,50.84458541870117,52.51136016845703,49.8841552734375,50.09046936035156,52.22918319702149,49.9431266784668,51.33888244628906,30.000001907348633,30.000001907348633,30.000001907348633,14.285715103149414,0.0,9.523809432983398,0.0,0.0,7.094860553741455,17179869184,15032385536,13674872832,13409845248
203,1740310126671,3228,3228,3228,3228,3228,3228,3228,3228,50.08177947998047,50.12299346923828,52.609886169433594,50.84458541870117,52.51136016845703,49.8841552734375,50.09046936035156,52.22918319702149,49.9431266784668,51.33888244628906,42.85714340209961,42.85714340209961,10.0,5.0,0.0,0.0,0.0,5.263157844543457,7.094860553741455,17179869184,15032385536,13674872832,13409845248
204,1740310126875,3228,3228,3228,3228,3228,3228,3228,3228,50.08177947998047,50.12299346923828,52.609886169433594,50.84458541870117,52.51136016845703,49.8841552734375,50.09046936035156,52.22918319702149,49.9431266784668,51.33888244628906,40.0,35.0,4.761904716491699,4.761904716491699,0.0,0.0,0.0,9.523809432983398,9.352460861206056,17179869184,15032385536,13674872832,13409845248
202,1740310127079,3228,3228,3228,3228,3228,3228,3228,3228,50.08177947998047,50.12299346923828,52.609886169433594,50.84458541870117,52.51136016845703,49.8841552734375,50.09046936035156,52.22918319702149,49.9431266784668,51.33888244628906,33.333335876464844,30.000001907348633,21.052631378173828,23.809524536132812,9.523809432983398,5.0,0.0,0.0,9.352460861206056,17179869184,15032385536,13674872832,13409845248
204,1740310127282,3228,3228,3228,3228,3228,3228,3228,3228,50.08177947998047,50.12299346923828,52.609886169433594,50.84458541870117,52.51136016845703,49.8841552734375,50.09046936035156,52.22918319702149,49.9431266784668,51.33888244628906,45.0,45.0,38.095237731933594,15.789472579956056,5.0,0.0,4.761904716491699,0.0,9.352460861206056,17179869184,15032385536,13608402944,13409845248
204,1740310127488,3228,3228,3228,3228,3228,3228,3228,3228,49.47516632080078,49.57731246948242,52.03849792480469,49.58834457397461,51.7833251953125,49.10499954223633,48.97127914428711,50.84479904174805,48.777687072753906,50.80377960205078,80.95238494873047,80.0,9.523809432983398,4.761904716491699,0.0,9.090909004211426,0.0,0.0,9.352460861206056,17179869184,15032385536,13620068352,13409845248
202,1740310127692,3228,3228,3228,3228,3228,3228,3228,3228,49.47516632080078,49.57731246948242,52.03849792480469,49.58834457397461,51.7833251953125,49.10499954223633,48.97127914428711,50.84479904174805,48.777687072753906,50.80377960205078,57.894737243652344,52.38095474243164,30.000001907348633,15.000000953674316,9.523809432983398,0.0,0.0,0.0,9.352460861206056,17179869184,15032385536,13620068352,13401456640
204,1740310127895,3228,3228,3228,3228,3228,3228,3228,3228,49.47516632080078,49.57731246948242,52.03849792480469,49.58834457397461,51.7833251953125,49.10499954223633,48.97127914428711,50.84479904174805,48.777687072753906,50.80377960205078,38.095237731933594,35.0,10.0,0.0,0.0,0.0,9.090909004211426,0.0,6.490570068359375,17179869184,15032385536,13620068352,13401456640
202,1740310128099,3228,3228,3228,3228,3228,3228,3228,3228,49.47516632080078,49.57731246948242,52.03849792480469,49.58834457397461,51.7833251953125,49.10499954223633,48.97127914428711,50.84479904174805,48.777687072753906,50.80377960205078,45.0,42.105262756347656,5.0,4.761904716491699,0.0,4.761904716491699,0.0,0.0,6.490570068359375,17179869184,15032385536,13620068352,13401456640
203,1740310128302,3228,3228,3228,3228,3228,3228,3228,3228,49.47516632080078,49.57731246948242,52.03849792480469,49.58834457397461,51.7833251953125,49.10499954223633,48.97127914428711,50.84479904174805,48.777687072753906,50.80377960205078,65.0,68.18181610107422,14.285715103149414,15.000000953674316,0.0,5.0,0.0,0.0,6.490570068359375,17179869184,15032385536,13614628864,13401456640
203,1740310128506,3228,3228,3228,3228,3228,3228,3228,3228,48.881099700927734,49.40489196777344,51.45843505859375,49.18836212158203,51.20494842529297,49.18439102172851,48.5872802734375,50.42728042602539,48.553123474121094,50.48845672607422,42.85714340209961,35.0,10.526315689086914,5.0,4.761904716491699,0.0,0.0,0.0,6.490570068359375,17179869184,15032385536,13614776320,13401456640
201,1740310128711,3228,3228,3228,3228,3228,3228,3228,3228,48.881099700927734,49.40489196777344,51.45843505859375,49.18836212158203,51.20494842529297,49.18439102172851,48.5872802734375,50.42728042602539,48.553123474121094,50.48845672607422,35.0,35.0,9.090909004211426,4.761904716491699,0.0,0.0,0.0,0.0,6.490570068359375,17179869184,15032385536,13616250880,13401456640
10,1740310128913,3228,3228,3228,3228,3228,3228,3228,3228,48.881099700927734,49.40489196777344,51.45843505859375,49.18836212158203,51.20494842529297,49.18439102172851,48.5872802734375,50.42728042602539,48.553123474121094,50.48845672607422,80.95238494873047,85.0,35.0,14.285715103149414,4.761904716491699,0.0,0.0,0.0,7.334667205810547,17179869184,15032385536,13598294016,13401456640
